,executed_params,executed_p,executed_ref,executed_broker,executed_info,executed_comminfo,executed_triggered,executed_status,executed_position,executed_valid,executed_dteos,executed_plen,created_pclose,created_exbits,created_p1,created_p2,created_date,created_size,created_remsize,created_price,created_pricelimit,created_trailamount,created_trailpercent,created_value,created_comm,created_margin,created_pnl,created_psize,created_pprice,executed_pclose,executed_exbits,executed_p1,executed_p2,executed_size,executed_remsize,executed_price,executed_pricelimit,executed_trailamount,executed_trailpercent,executed_value,executed_comm,executed_margin,executed_pnl,executed_psize,executed_pprice,executed_pannotated,executed_date
95,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851D3DEA0>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851D3DEA0>,95,None,"AutoOrderedDict([('pprice', 37086.024634657435), ('custom_order_id', 32), ('signal', original_index          2023-11-15 18:11:00+00:00
end                     2023-12-24 00:00:00+00:00
limit_price                          37086.024635
stop_loss                                 36926.0
take_profit                               37710.2
trigger_price                             37056.7
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-15 18:11:00+00:00, 2023-11-11 08:00:00+00:00, 4h, buy), dtype: object), ('signal_index', (Timestamp('2023-11-15 18:11:00+0000', tz='UTC'), Timestamp('2023-11-11 08:00:00+0000', tz='UTC'), '4h', 'buy')), ('custom_type', 'stop_order')])",<backtrader.comminfo.CommInfoBase object at 0x00000198496769E0>,False,4,0,738878.0,738839.9999999999,6853,36998.0,deque([]),0,0,2023-11-15 18:11:00,-0.06249037856831868,0,36926.0,36926.0,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([<backtrader.order.OrderExecutionBit object at 0x00000198519D8820>]),0,1,-0.06249037856831868,0.0,36926.0,0.0,0.0,0.0,2318.419212434019,0.0,None,-10.89949342028307,4.163336342344337e-17,37100.41874525319,None,
96,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851D3EB00>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851D3EB00>,96,None,"AutoOrderedDict([('pprice', 37086.024634657435), ('custom_order_id', 32), ('signal', original_index          2023-11-15 18:11:00+00:00
end                     2023-12-24 00:00:00+00:00
limit_price                          37086.024635
stop_loss                                 36926.0
take_profit                               37710.2
trigger_price                             37056.7
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-15 18:11:00+00:00, 2023-11-11 08:00:00+00:00, 4h, buy), dtype: object), ('signal_index', (Timestamp('2023-11-15 18:11:00+0000', tz='UTC'), Timestamp('2023-11-11 08:00:00+0000', tz='UTC'), '4h', 'buy')), ('custom_type', 'profit')])",None,False,5,0,738878.0,738839.9999999999,6853,36998.0,deque([]),0,0,2023-11-15 18:11:00,-0.06249037856831868,0,37710.19999999998,37710.19999999998,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.06249037856831868,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
97,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851A1AAD0>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851A1AAD0>,97,None,"AutoOrderedDict([('pprice', 37389.245019919705), ('custom_order_id', 33), ('signal', original_index          2023-11-16 07:51:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37389.24502
stop_loss                                 37458.1
take_profit                               37083.7
trigger_price                             37395.7
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 07:51:00+00:00, 2023-11-16 03:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-16 07:51:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'original_order')])",None,False,1,0,738842.8229166666,738840.9999999999,7672,37435.0,deque([]),0,0,2023-11-16 07:51:00,-0.14523277747431912,0,37395.7,37395.7,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.14523277747431912,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,,
98,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3FAF0>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3FAF0>,98,None,"AutoOrderedDict([('pprice', 37389.245019919705), ('custom_order_id', 33), ('signal', original_index          2023-11-16 07:51:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37389.24502
stop_loss                                 37458.1
take_profit                               37083.7
trigger_price                             37395.7
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 07:51:00+00:00, 2023-11-16 03:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-16 07:51:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'stop_order')])",None,False,1,0,738842.8229166666,738840.9999999999,7672,37435.0,deque([]),0,0,2023-11-16 07:51:00,0.14523277747431912,0,37458.1,37458.1,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,0.14523277747431912,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,,
99,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3C0D0>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3C0D0>,99,None,"AutoOrderedDict([('pprice', 37389.245019919705), ('custom_order_id', 33), ('signal', original_index          2023-11-16 07:51:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37389.24502
stop_loss                                 37458.1
take_profit                               37083.7
trigger_price                             37395.7
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 07:51:00+00:00, 2023-11-16 03:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-16 07:51:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'profit')])",None,False,1,0,738842.8229166666,738840.9999999999,7672,37435.0,deque([]),0,0,2023-11-16 07:51:00,0.14523277747431912,0,37083.69999999999,37083.69999999999,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,0.14523277747431912,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,,
97,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851A1AAD0>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851A1AAD0>,97,None,"AutoOrderedDict([('pprice', 37389.245019919705), ('custom_order_id', 33), ('signal', original_index          2023-11-16 07:51:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37389.24502
stop_loss                                 37458.1
take_profit                               37083.7
trigger_price                             37395.7
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 07:51:00+00:00, 2023-11-16 03:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-16 07:51:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'original_order')])",None,False,2,0,738842.8229166666,738840.9999999999,7673,37435.0,deque([]),0,0,2023-11-16 07:51:00,-0.14523277747431912,0,37395.7,37395.7,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.14523277747431912,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
98,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3FAF0>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3FAF0>,98,None,"AutoOrderedDict([('pprice', 37389.245019919705), ('custom_order_id', 33), ('signal', original_index          2023-11-16 07:51:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37389.24502
stop_loss                                 37458.1
take_profit                               37083.7
trigger_price                             37395.7
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 07:51:00+00:00, 2023-11-16 03:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-16 07:51:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'stop_order')])",None,False,2,0,738842.8229166666,738840.9999999999,7673,37435.0,deque([]),0,0,2023-11-16 07:51:00,0.14523277747431912,0,37458.1,37458.1,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,0.14523277747431912,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
99,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3C0D0>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3C0D0>,99,None,"AutoOrderedDict([('pprice', 37389.245019919705), ('custom_order_id', 33), ('signal', original_index          2023-11-16 07:51:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37389.24502
stop_loss                                 37458.1
take_profit                               37083.7
trigger_price                             37395.7
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 07:51:00+00:00, 2023-11-16 03:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-16 07:51:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'profit')])",None,False,2,0,738842.8229166666,738840.9999999999,7673,37435.0,deque([]),0,0,2023-11-16 07:51:00,0.14523277747431912,0,37083.69999999999,37083.69999999999,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,0.14523277747431912,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
97,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851A1AAD0>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851A1AAD0>,97,None,"AutoOrderedDict([('pprice', 37389.245019919705), ('custom_order_id', 33), ('signal', original_index          2023-11-16 07:51:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37389.24502
stop_loss                                 37458.1
take_profit                               37083.7
trigger_price                             37395.7
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 07:51:00+00:00, 2023-11-16 03:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-16 07:51:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'original_order')])",<backtrader.comminfo.CommInfoBase object at 0x00000198496769E0>,True,4,0,738842.8229166666,738840.9999999999,7673,37435.0,deque([]),0,0,2023-11-16 07:51:00,-0.14523277747431912,0,37395.7,37395.7,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([<backtrader.order.OrderExecutionBit object at 0x000001985203E350>]),0,1,-0.14523277747431912,0.0,37395.7,0.0,0.0,0.0,-5431.081376596391,0.0,None,1.2293551791004122e-14,-0.14523277747431906,37395.7,None,
100,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019852848220>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019852848220>,100,None,"AutoOrderedDict([('pprice', 37464.55498008029), ('custom_order_id', 34), ('signal', original_index          2023-11-16 08:50:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37464.55498
stop_loss                                 37395.7
take_profit                               37770.1
trigger_price                             37458.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 08:50:00+00:00, 2023-11-16 03:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-16 08:50:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'original_order')])",None,False,1,0,738842.8229166666,738840.9999999999,7731,37380.9,deque([]),0,0,2023-11-16 08:50:00,0.14523277747431912,0,37458.1,37458.1,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,0.14523277747431912,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,,
101,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001985284A650>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001985284A650>,101,None,"AutoOrderedDict([('pprice', 37464.55498008029), ('custom_order_id', 34), ('signal', original_index          2023-11-16 08:50:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37464.55498
stop_loss                                 37395.7
take_profit                               37770.1
trigger_price                             37458.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 08:50:00+00:00, 2023-11-16 03:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-16 08:50:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'stop_order')])",None,False,1,0,738842.8229166666,738840.9999999999,7731,37380.9,deque([]),0,0,2023-11-16 08:50:00,-0.14523277747431912,0,37395.7,37395.7,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.14523277747431912,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,,
102,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001985284B400>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001985284B400>,102,None,"AutoOrderedDict([('pprice', 37464.55498008029), ('custom_order_id', 34), ('signal', original_index          2023-11-16 08:50:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37464.55498
stop_loss                                 37395.7
take_profit                               37770.1
trigger_price                             37458.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 08:50:00+00:00, 2023-11-16 03:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-16 08:50:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'profit')])",None,False,1,0,738842.8229166666,738840.9999999999,7731,37380.9,deque([]),0,0,2023-11-16 08:50:00,-0.14523277747431912,0,37770.100000000006,37770.100000000006,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.14523277747431912,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,,
100,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019852848220>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019852848220>,100,None,"AutoOrderedDict([('pprice', 37464.55498008029), ('custom_order_id', 34), ('signal', original_index          2023-11-16 08:50:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37464.55498
stop_loss                                 37395.7
take_profit                               37770.1
trigger_price                             37458.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 08:50:00+00:00, 2023-11-16 03:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-16 08:50:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'original_order')])",None,False,2,0,738842.8229166666,738840.9999999999,7732,37380.9,deque([]),0,0,2023-11-16 08:50:00,0.14523277747431912,0,37458.1,37458.1,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,0.14523277747431912,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
101,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001985284A650>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001985284A650>,101,None,"AutoOrderedDict([('pprice', 37464.55498008029), ('custom_order_id', 34), ('signal', original_index          2023-11-16 08:50:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37464.55498
stop_loss                                 37395.7
take_profit                               37770.1
trigger_price                             37458.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 08:50:00+00:00, 2023-11-16 03:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-16 08:50:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'stop_order')])",None,False,2,0,738842.8229166666,738840.9999999999,7732,37380.9,deque([]),0,0,2023-11-16 08:50:00,-0.14523277747431912,0,37395.7,37395.7,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.14523277747431912,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
102,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001985284B400>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001985284B400>,102,None,"AutoOrderedDict([('pprice', 37464.55498008029), ('custom_order_id', 34), ('signal', original_index          2023-11-16 08:50:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37464.55498
stop_loss                                 37395.7
take_profit                               37770.1
trigger_price                             37458.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 08:50:00+00:00, 2023-11-16 03:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-16 08:50:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'profit')])",None,False,2,0,738842.8229166666,738840.9999999999,7732,37380.9,deque([]),0,0,2023-11-16 08:50:00,-0.14523277747431912,0,37770.100000000006,37770.100000000006,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.14523277747431912,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
98,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3FAF0>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3FAF0>,98,None,"AutoOrderedDict([('pprice', 37389.245019919705), ('custom_order_id', 33), ('signal', original_index          2023-11-16 07:51:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37389.24502
stop_loss                                 37458.1
take_profit                               37083.7
trigger_price                             37395.7
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 07:51:00+00:00, 2023-11-16 03:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-16 07:51:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'stop_order')])",<backtrader.comminfo.CommInfoBase object at 0x00000198496769E0>,False,4,0,738842.8229166666,738840.9999999999,7673,37435.0,deque([]),0,0,2023-11-16 07:51:00,0.14523277747431912,0,37458.1,37458.1,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([<backtrader.order.OrderExecutionBit object at 0x0000019851A19D50>]),0,1,0.14523277747431912,0.0,37458.1,0.0,0.0,0.0,-5431.081376596391,0.0,None,-9.062525314397721,5.551115123125783e-17,37458.1,None,
99,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3C0D0>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019851D3C0D0>,99,None,"AutoOrderedDict([('pprice', 37389.245019919705), ('custom_order_id', 33), ('signal', original_index          2023-11-16 07:51:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37389.24502
stop_loss                                 37458.1
take_profit                               37083.7
trigger_price                             37395.7
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 07:51:00+00:00, 2023-11-16 03:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-16 07:51:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'profit')])",None,False,5,0,738842.8229166666,738840.9999999999,7673,37435.0,deque([]),0,0,2023-11-16 07:51:00,0.14523277747431912,0,37083.69999999999,37083.69999999999,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,0.14523277747431912,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
100,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019852848220>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000019852848220>,100,None,"AutoOrderedDict([('pprice', 37464.55498008029), ('custom_order_id', 34), ('signal', original_index          2023-11-16 08:50:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37464.55498
stop_loss                                 37395.7
take_profit                               37770.1
trigger_price                             37458.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 08:50:00+00:00, 2023-11-16 03:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-16 08:50:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'original_order')])",<backtrader.comminfo.CommInfoBase object at 0x00000198496769E0>,True,4,0,738842.8229166666,738840.9999999999,7732,37380.9,deque([]),0,0,2023-11-16 08:50:00,0.14523277747431912,0,37458.1,37458.1,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([<backtrader.order.OrderExecutionBit object at 0x0000019851A18B80>]),0,1,0.14523277747431912,0.0,37458.1,0.0,0.0,0.0,5440.143901910793,0.0,None,0.0,0.14523277747431917,37458.1,None,
101,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001985284A650>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001985284A650>,101,None,"AutoOrderedDict([('pprice', 37464.55498008029), ('custom_order_id', 34), ('signal', original_index          2023-11-16 08:50:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37464.55498
stop_loss                                 37395.7
take_profit                               37770.1
trigger_price                             37458.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 08:50:00+00:00, 2023-11-16 03:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-16 08:50:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'stop_order')])",<backtrader.comminfo.CommInfoBase object at 0x00000198496769E0>,False,4,0,738842.8229166666,738840.9999999999,7732,37380.9,deque([]),0,0,2023-11-16 08:50:00,-0.14523277747431912,0,37395.7,37395.7,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([<backtrader.order.OrderExecutionBit object at 0x0000019852849B10>]),0,1,-0.14523277747431912,0.0,37395.7,0.0,0.0,0.0,5440.143901910793,0.0,None,-9.062525314397725,5.551115123125783e-17,37458.1,None,
102,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001985284B400>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001985284B400>,102,None,"AutoOrderedDict([('pprice', 37464.55498008029), ('custom_order_id', 34), ('signal', original_index          2023-11-16 08:50:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37464.55498
stop_loss                                 37395.7
take_profit                               37770.1
trigger_price                             37458.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 08:50:00+00:00, 2023-11-16 03:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-16 08:50:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'profit')])",None,False,5,0,738842.8229166666,738840.9999999999,7732,37380.9,deque([]),0,0,2023-11-16 08:50:00,-0.14523277747431912,0,37770.100000000006,37770.100000000006,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.14523277747431912,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,None,
103,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851A19300>,<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000019851A19300>,103,None,"AutoOrderedDict([('pprice', 37004.69706314705), ('custom_order_id', 35), ('signal', original_index          2023-11-16 11:54:00+00:00
end                     2023-12-25 00:00:00+00:00
limit_price                          37004.697063
stop_loss                                 37136.4
take_profit                               36492.6
trigger_price                             37029.1
trigger_satisfied                           False
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
updated                                      True
original_order_id                             NaN
base_asset_amount                             NaN
Name: (2023-11-16 11:54:00+00:00, 2023-11-12 08:00:00+00:00, 4h, sell), dtype: object), ('signal_index', (Timestamp('2023-11-16 11:54:00+0000', tz='UTC'), Timestamp('2023-11-12 08:00:00+0000', tz='UTC'), '4h', 'sell')), ('custom_type', 'original_order')])",None,False,1,0,738879.0,738840.9999999999,7915,37179.3,deque([]),0,0,2023-11-16 11:54:00,-0.07592845109570275,0,37029.1,37029.1,None,None,0.0,0.0,None,0.0,0,0,0.0,deque([]),0,0,0,-0.07592845109570275,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0,,
